ccn,hospital_name,cmi,discharges,wage_index,beds,teaching_pct,dsh_pct
010001,Southeast Health Medical Center,2.0638,4030,0.9007,353,0.1241,0.2743
010005,Marshall Medical Centers South Campus,1.545,1420,0.8293,178,0.0,0.304
010006,North Alabama Medical Center,1.8479,3497,0.8541,223,0.1722,0.2041
010007,Mizell Memorial Hospital,1.4097,352,0.8293,45,0.0,0.1848
010008,Crenshaw Community Hospital,1.0732,124,0.8293,29,0.0,0.2731
010011,St Vincent's East,1.8657,2443,0.8374,276,0.0769,0.2205
010012,Dekalb Regional Medical Center,1.627,577,0.8293,97,0.0,0.3183
010016,Shelby Baptist Medical Center,2.1498,1441,0.8374,212,0.0,0.1514
010018,Uab Callahan Eye Hospital Authority,1.3173,13,0.8374,6,1.0933,0.07893
010019,Helen Keller Memorial Hospital,1.3869,1495,0.8293,178,0.0,0.2974
010021,Dale Medical Center,1.5963,212,0.8293,77,0.0,0.3186
010022,Floyd Cherokee Medical Center,0.9632,135,0.9766,45,0.0,0.5356
010023,Baptist Medical Center South,2.1639,2370,0.8661,348,0.1211,0.3857
010024,Jackson Hospital & Clinic Inc,1.8314,2425,0.8306,278,0.0283,0.2595
010029,East Alabama Medical Center,1.8581,2312,0.8436,297,0.0437,0.3006
010033,University Of Alabama Hospital,2.6829,8660,0.8374,1138,0.2868,0.3367
010034,Community Hospital Inc,1.0899,115,0.8661,37,0.0,0.2172
010035,Cullman Regional Medical Center,1.3722,2443,0.8569,137,0.0,0.216
010036,Andalusia Health,1.3428,690,0.8293,83,0.0,0.333
010039,Huntsville Hospital,2.0092,9934,0.8615,904,0.0677,0.2664
010040,Gadsden Regional Medical Center,1.781,1646,0.8306,219,0.0,0.296
010044,Marion Regional Medical Center,1.2203,103,0.8293,36,0.0,0.1275
010045,Fayette Medical Center,1.2374,203,0.8576,32,0.0,0.1844
010046,Riverview Regional Medical Center,1.6391,1778,0.8306,256,0.0,0.1827
010049,Medical Center Enterprise,1.549,655,0.8293,99,0.0,0.3438
010051,Greene County Hospital,0.9718,16,1.0102,20,0.0,1.0356
010052,Lake Martin Community Hospital,1.0055,120,0.8339,46,0.0,0.1396
010055,Flowers Hospital,1.8732,2753,0.9007,199,0.0,0.2325
010056,St Vincent's Birmingham,1.9057,3413,0.8374,399,0.003,0.1971
010058,Bibb Medical Center,1.041,73,0.8374,25,0.0,0.2976
010059,Lawrence Medical Center,1.0885,91,0.8615,43,0.0,0.3113
010061,Highlands Medical Center,1.4017,539,0.862,45,0.0,0.2634
010062,Wiregrass Medical Center,1.2588,88,0.8293,33,0.0,0.4387
010065,Russell Medical Center,1.5398,435,0.8552,45,0.0,0.2629
010069,Medical Center Barbour,1.1566,189,0.8293,30,0.0,0.2391
010073,Clay County Hospital,1.2964,199,0.8293,46,0.0,0.5265
010078,Northeast Alabama Regional Medical Center,1.6082,2668,0.9064,412,0.0,0.3243
010079,Athens Limestone Hospital,1.541,1050,0.8569,66,0.0,0.2361
010083,South Baldwin Regional Medical Center,1.6038,1566,0.9138,112,0.2464,0.1998
010085,Decatur Morgan Hospital-Decatur Campus,1.5607,2035,0.8615,310,0.0,0.2054
010086,Northwest Medical Center,1.274,348,0.8293,28,0.0,0.16198
010087,Usa Health University Hospital,2.181,1429,0.8627,242,0.6039,0.3709
010089,Walker Baptist Medical Center,1.8152,1029,0.8576,207,0.0,0.2803
010090,Providence Hospital,2.0083,2342,0.8627,349,0.0,0.2208
010091,Grove Hill Memorial Hospital,0.8699,39,0.8293,21,0.0,0.4591
010092,Dch Regional Medical Center,1.8163,4380,1.0102,372,0.1046,0.3388
010095,Hale County Hospital,1.0244,77,1.0102,28,0.0,0.3668
010097,Elmore Community Hospital,1.067,154,0.8661,33,0.0,0.2421
010099,D W Mcmillan Memorial Hospital,1.1233,267,0.8293,46,0.0,0.3287
010100,Thomas Hospital,1.803,2751,0.9138,164,0.2049,0.2241
010101,Citizens Baptist Medical Center,1.4872,328,0.8306,103,0.0,0.2438
010102,J Paul Jones Hospital,1.0272,20,0.8293,21,0.0,0.2908
010103,Princeton Baptist Medical Center,2.2167,1630,0.8374,261,0.2,0.2681
010104,Grandview Medical Center,2.0522,5019,0.8374,404,0.0877,0.2018
010108,Prattville Baptist Hospital,1.3255,679,0.8661,55,0.0,0.1857
010110,Bullock County Hospital,0.7789,3,0.8552,29,0.0,0.7405
010112,Whitfield Regional Hospital,1.8128,312,0.8293,47,0.0,0.364
010113,Mobile Infirmary Medical Center,1.9596,4083,0.9028,498,0.0054,0.4285
010114,"Medical West, An Affiliate Of Uab Health System",1.6293,975,0.8374,204,0.0,0.243
010118,Vaughan Regional Medical Center Parkway Campus,1.4318,587,0.8552,109,0.1038,0.5355
010120,Monroe County Hospital,1.0705,195,0.8293,46,0.0,0.3977
010125,Lakeland Community Hospital,1.1432,306,0.8293,40,0.0,0.2046
010126,Troy Regional Medical Center,1.3647,163,0.8552,41,0.0,0.3196
010128,Jackson Medical Center,0.9775,111,0.8293,35,0.0,0.4766
010129,North Baldwin Infirmary,1.3907,317,0.9138,58,0.0,0.3952
010130,St Vincent's St Clair,1.2906,475,0.8374,40,0.0,0.13147
010131,Crestwood Medical Center,1.7696,2362,0.8569,170,0.0,0.1552
010138,Hill Hospital Of Sumter County,0.8338,22,0.8293,33,0.0,1.0503
010139,Brookwood Baptist Medical Center,2.0248,1515,0.8374,429,0.0,0.2544
010144,Springhill Memorial Hospital,2.3284,1784,0.8627,179,0.0,0.2001
010148,Evergreen Medical Center,0.9927,376,0.8293,44,0.0,0.2544
010149,Baptist Medical Center East,1.4929,1357,0.8661,208,0.0,0.4641
010150,Regional Medical Center Of Central Alabama,1.2285,135,0.8552,44,0.0,0.2593
010157,North Alabama Shoals Hospital,1.2562,160,0.8615,53,0.0,0.3736
010158,Russellville Hospital,1.3013,352,0.8293,49,0.0,0.2219
010164,Coosa Valley Medical Center,1.3558,454,0.8306,122,0.0,0.4308
010168,Jack Hughston Memorial Hospital,2.7621,454,0.8478,47,0.198,0.06689
010169,Atmore Community Hospital,1.0669,141,0.8293,49,0.0,0.2319
010173,St Vincent's Chilton,1.3066,125,0.8383,26,0.0,0.1857
010174,Thomasville Regional Medical Center,1.0665,72,0.8293,29,0.0,0.3998
010175,Eamc - Lanier,1.1932,126,0.8348,12,0.0,0.1733
020001,Providence Alaska Medical Center,2.3025,4761,1.1162,401,0.0511,0.4715
020006,Mat-Su Regional Medical Center,1.8187,2088,1.1162,125,0.0,0.3952
020008,Bartlett Regional Hospital,1.4911,504,1.1098,45,0.0,0.289
020012,Fairbanks Memorial Hospital,1.5406,1324,1.1098,122,0.0,0.4241
020017,Alaska Regional Hospital,2.3143,2869,1.1162,170,0.0,0.3914
020018,Yukon Kuskokwim Delta Reg Hospital,1.2053,181,1.9343,34,0.0,0.6461
020024,Central Peninsula General Hospital,1.6055,1143,1.1098,49,0.0,0.30279
020026,Alaska Native Medical Center,1.8177,1771,1.9343,152,0.0,0.6707
030002,Banner - University Medical Center Phoenix,2.7323,3481,1.1095,639,0.2952,0.5295
030006,Tucson Medical Center,2.0062,6260,1.1095,483,0.0912,0.3896
030007,Verde Valley Medical Center,1.5737,1450,1.1095,87,0.1497,0.2436
030010,St. Mary's Hospital,2.2294,1520,1.1095,357,0.0,0.3137
030011,St Joseph's Hospital,2.2021,2030,1.1095,451,0.0,0.2685
030012,Yavapai Regional Medical Center,1.6332,4212,1.1095,218,0.0,0.1622
030013,Yuma Regional Medical Center,1.9415,3243,1.1095,406,0.0493,0.3283
030014,Honorhealth John C. Lincoln Medical Center,1.8873,2863,1.1095,221,0.0392,0.3605
030016,Banner Casa Grande Medical Center,1.6945,1123,1.1095,141,0.0,0.3767
030022,Valleywise Health Medical Center,2.4391,622,1.1095,301,0.6882,0.8225
030023,Flagstaff Medical Center,2.1125,3217,1.1095,242,0.0,0.4464
030024,St. Joseph's Hospital And Medical Center,2.6775,4647,1.1095,515,0.3628,0.4278
030030,Abrazo Central Campus,1.8391,580,1.1095,153,0.0896,0.4929
030036,Chandler Regional Medical Center,2.0133,6559,1.1095,429,0.0,0.2522
030037,Tempe St Lukes Hospital,1.9612,204,1.1095,74,0.0,0.5309
030038,Honorhealth Scottsdale Osborn Medical Center,1.9056,4444,1.1095,331,0.0752,0.2505
030043,Canyon Vista Medical Center,1.5546,1360,1.1095,74,0.2356,0.2259
030055,Kingman Regional Medical Center,1.7563,1518,1.1095,196,0.102,0.3043
030061,Banner Boswell Medical Center,1.9619,4703,1.1095,348,0.006,0.1777
030062,Summit Healthcare Regional Medical Center,1.7335,1419,1.1095,89,0.0,0.2952
030064,Banner - University Medical Center Tucson Campus,2.5434,3499,1.1095,504,0.6331,0.485
030065,Banner Desert Medical Center,2.1427,4412,1.1095,629,0.0004,0.4234
030069,Havasu Regional Medical Center,2.0084,1613,1.1095,144,0.0,0.2039
030071,Fort Defiance Indian Hospital,1.0025,510,1.4448,56,0.0,0.7033
030073,Tuba City Regional Health Care Corporation,1.4752,406,1.4448,73,0.0,0.8122
030074,Sells Hospital,0.8755,18,1.4448,14,0.0,0.3835
030078,Phoenix Indian Medical Center,1.5044,163,1.4448,133,0.0,0.6261
030083,Abrazo Scottsdale Campus,2.1057,933,1.1095,128,0.0,0.2988
030084,Chinle Comprehensive Health Care Facility,1.1577,413,1.4448,60,0.0,0.7875
030085,Northwest Medical Center,1.9123,3462,1.1095,253,0.0,0.2667
030087,Honorhealth Scottsdale Shea Medical Center,2.0893,6049,1.1095,423,0.0242,0.1213
030088,Banner Baywood Medical Center,1.7466,3277,1.1095,323,0.0,0.156
030089,Banner Thunderbird Medical Center,2.0952,3457,1.1095,539,0.0,0.434
030092,Honorhealth Deer Valley Medical Center,2.0447,3142,1.1095,204,0.0163,0.2614
030093,Banner Del E. Webb Medical Center,1.7366,4876,1.1095,312,0.0,0.1979
030094,Abrazo Arrowhead Campus,2.5954,2978,1.1095,270,0.1637,0.3409
030101,Western Arizona Regional Medical Center,1.6658,1249,1.1095,93,0.0,0.1995
030103,Mayo Clinic Hospital,2.252,9488,1.1095,315,0.4759,0.072
030105,Banner Heart Hospital,2.8382,1455,1.1095,108,0.0,0.0973
030107,Arizona Spine And Joint Hospital,2.5181,431,1.1095,23,0.0,0.00449
030108,The Core Institute Specialty Hospital,3.213,209,1.1095,28,0.0,0.14259
030110,Abrazo West Campus,1.8671,2233,1.1095,207,0.1912,0.3566
030111,Banner-University Medical Center South Campus,1.6711,774,1.1095,141,0.6471,0.5821
030112,Arizona Specialty Hospital,2.6675,143,1.1095,24,0.0,0.0
030113,Whiteriver Phs Indian Hospital,1.0408,226,1.4448,40,0.0,0.844
030114,Oro Valley Hospital,1.6243,1880,1.1095,100,0.0,0.1265
030115,Banner Estrella Medical Center,2.0232,1839,1.1095,317,0.0,0.454
030117,Valley View Medical Center,1.2792,246,1.1095,72,0.0,0.3396
030119,Mercy Gilbert Medical Center,1.6545,3517,1.1095,197,0.0,0.2072
030121,"Mountain Vista Medical Center, Lp",2.0209,1255,1.1095,153,0.2867,0.3353
030122,Banner Gateway Medical Center,2.2252,1744,1.1095,185,0.0001,0.288
030123,Honorhealth Scottsdale Thompson Peak Med Ctr,1.6485,3185,1.1095,120,0.2855,0.0933
030130,Banner Ironwood Medical Center,1.7372,721,1.1095,89,0.0,0.2956
030131,O.A.S.I.S. Hospital,2.5951,633,1.1095,64,0.0,0.007
030134,Banner Goldfield Medical Center,1.4308,191,1.1095,20,0.0,0.2084
030136,Dignity Health - Arizona General Hospital,1.0478,47,1.1095,16,0.0,0.5464
030138,Western Regional Medical Center,2.0699,160,1.1095,38,0.0,0.0
030139,Dignity Health Arizona General Hospital,1.2956,553,1.1095,50,0.0,0.3171
030146,Honorhealth Sonoran Crossing Medical Center,1.5565,836,1.1095,70,0.0,0.2067
030147,Banner Ocotillo Medical Center,1.5604,695,1.1095,94,0.0,0.2871
030148,Northwest Medical Center Sahuarita,1.594,1095,1.1095,35,0.0,0.1774
030152,Exceptional Community Hospital - Maricopa,0.9159,14,1.1095,9,0.0,0.284
030153,East Valley Er & Hospital,0.9971,23,1.1095,6,0.0,0.0
030154,Exceptional Community Hospital Yuma,0.9116,13,1.1095,1,0.0,0.0
040001,Siloam Springs Regional Hospital,1.8841,339,0.8735,64,0.0,0.3275
040002,Johnson Regional Medical Center,1.2589,296,0.8571,59,0.0,0.2899
040004,Washington Regional Medical Center,2.1445,4036,0.8814,377,0.0501,0.2616
040007,Chi St Vincent Infirmary,2.7539,4179,0.9179,379,0.0147,0.4239
040010,Mercy Hospital Northwest Arkansas,1.8747,3428,0.8814,236,0.0821,0.2618
040011,Chambers Memorial Hospital,1.1397,496,0.8571,30,0.0,0.3798
040014,Unity Health White County Medical Center,1.5082,3035,0.8693,184,0.4581,0.2534
040015,Mena Regional Health System,1.1661,216,0.8571,41,0.0,0.3464
040016,Uams Medical Center,2.579,4184,0.8975,521,0.5301,0.5083
040017,North Arkansas Regional Medical Center,1.4224,666,0.8735,120,0.0,0.2963
040018,Baptist Health - Van Buren,0.8556,7,0.8938,59,0.0,0.6763
040019,Forrest City Medical Center,1.4399,159,0.8571,48,0.0,0.3689
040020,St Bernards Medical Center,1.9611,4749,0.8689,384,0.03,0.3921
040022,Northwest Medical Center,1.8239,1945,0.8814,321,0.0184,0.4579
040026,Chi St. Vincent Hospital Hot Springs,1.8326,4086,0.9179,220,0.0498,0.2521
040027,Baxter Health,1.7609,3034,0.8571,169,0.0,0.2613
040029,"Conway Regional Medical Center, Inc",1.6847,2463,0.8813,158,0.1288,0.331
040036,Baptist Health Medical Center North Little Rock,1.8051,4022,0.8813,200,0.5076,0.2762
040039,Arkansas Methodist Medical Center,1.5217,774,0.8689,114,0.0,0.3737
040041,St Marys Regional Medical Center,1.6709,1039,0.8868,137,0.0,0.4413
040050,Ouachita County Medical Center,1.464,305,0.8571,82,0.0,0.42
040051,Baptist Health Medical Center-Drew County,1.182,640,0.8571,49,0.0,0.364
040055,Baptist Health - Fort Smith,1.8463,3415,0.8938,320,0.055,0.3125
040062,Mercy Hospital Fort Smith,1.8262,4216,0.8938,256,0.1569,0.3508
040067,Magnolia Regional Medical Center,1.3349,345,0.8571,29,0.0095,0.2437
040069,Great River Medical Center,1.0859,253,0.8571,34,0.0,0.2898
040071,Jefferson Regional Medical Center,1.6685,1693,0.8693,245,0.1006,0.5093
040072,Baptist Health Medical Center-Stuttgart,1.2256,172,0.8693,49,0.0,0.3158
040076,Baptist Health Medical Center-Hot Springs County,1.2543,191,0.9179,71,0.0,0.7361
040078,National Park Medical Center,1.9517,1370,0.9179,126,0.0,0.3278
040084,Saline Memorial Hospital,1.6013,1059,0.8813,130,0.0,0.3087
040088,South Arkansas Regional Hospital Llc,1.4907,839,0.8627,105,0.0033,0.2689
040114,Baptist Health Medical Center-Little Rock,2.2411,6863,0.8813,718,0.0093,0.3634
040118,Nea Baptist Memorial Hospital,1.66,3742,0.8689,180,0.0829,0.2694
040119,White River Medical Center,1.6411,2570,0.8571,170,0.2749,0.3697
040134,"Arkansas Heart Hospital, Llc",2.6017,2304,0.8813,112,0.0,0.0607
040137,St Vincent Medical Center/North,2.221,1014,0.8813,68,0.0,0.2393
040147,Arkansas Surgical Hospital,2.3999,955,0.8813,47,0.0,0.01436
040153,Wadley Regional Medical Center At Hope,1.3686,115,0.8571,36,0.0,0.2214
040154,Baptist Health Medical Center- Conway,1.6854,1226,0.8813,108,0.0,0.2439
040156,"Baptist Memorial Hospital-Crittenden, Inc",1.3113,139,0.8593,11,0.0,0.389
040161,Arkansas Heart Hospital-Encore,1.697,752,0.8813,25,0.0,0.07541
040164,Unity Health - Jacksonville,1.2521,19,0.8813,29,0.0,0.0
050002,St Rose Hospital,1.6946,952,1.7137,153,0.0,0.5889
050006,Providence St Joseph Hospital,1.9865,2695,1.4507,132,0.1296,0.4456
050007,Mills-Peninsula Medical Center,1.9173,3541,1.7807,241,0.0,0.1608
050008,California Pacific Medical Ctr-Davies Campus Hosp,1.8012,1126,1.7807,105,0.0077,0.4382
050009,Providence Queen Of The Valley Medical Center,1.8682,2254,1.7361,119,0.0,0.3739
050013,Adventist Health St Helena,2.6567,1468,1.5466000000000002,131,0.0,0.4281
050014,Sutter Amador Hospital,1.5236,1021,1.5235,52,0.0121,0.2351
050017,Mercy General Hospital,2.346,3073,1.5235,283,0.0207,0.387
050022,Riverside Community Hospital,2.1745,3606,1.4507,478,0.3764,0.5416
050024,Paradise Valley Hospital,1.7796,952,1.4507,230,0.0,0.7824
050025,Uc San Diego Health Hillcrest - Hillcrest Med Ctr,2.6556,7222,1.4507,718,0.5814,0.462
050026,Grossmont Hospital,1.8205,5968,1.4507,448,0.0,0.5527
050028,Mad River Community Hospital,1.5349,382,1.4507,49,0.0,0.4359
050030,Oroville Hospital,1.6838,4143,1.4507,146,0.0,0.4727
050036,Bakersfield Memorial Hospital,2.116,3056,1.4507,385,0.0,0.6162
050038,Santa Clara Valley Medical Center,1.8394,4877,1.7772,805,0.2102,0.719
050039,Enloe Health,1.7876,8330,1.4507,286,0.0,0.327
050040,Lac/Olive View-Ucla Medical Center,1.6039,953,1.4507,225,0.6777,0.8296
050042,St Elizabeth Community Hospital,1.6121,1006,1.4507,49,0.0,0.4316
050043,Alta Bates Summit Medical Center,2.0123,3916,1.7137,403,0.0,0.4513
050045,El Centro Regional Medical Center,1.6552,1333,1.4507,161,0.0,0.5347
050047,California Pacific Medical Center- Van Ness Campus,2.4977,3594,1.7807,274,0.3223,0.359
050054,San Gorgonio Memorial Hospital,1.6114,377,1.4507,79,0.0775,0.4257
050055,California Pacific Medical Center - Mission Bernal,1.6339,1533,1.7807,120,0.0156,0.5203
050056,Antelope Valley Hospital,2.224,2463,1.4507,393,0.0,0.5886
050057,Kaweah Health Medical Center,1.9128,4882,1.4507,430,0.2844,0.4288
050058,Glendale Mem Hospital & Hlth Center,1.8949,2141,1.4507,241,0.0,0.8101
050060,Community Regional Medical Center,2.1681,6263,1.4507,783,0.1854,0.7407
050063,Hollywood Presbyterian Medical Center,1.9344,2148,1.4507,317,0.0,0.944
050067,Oak Valley Hospital District,1.3203,201,1.4507,35,0.0,0.4472
050069,Providence St. Joseph Hospital,2.3872,3586,1.4507,315,0.0,0.403
050070,Kaiser Foundation Hospital - South San Francisco,1.5136,241,1.7807,120,0.0,0.0492
050071,Kaiser Foundation Hospital-Santa Clara,2.3672,441,1.7772,343,0.2712,0.0503
050072,Kaiser Foundation Hospital - Walnut Creek,2.1407,239,1.7361,243,0.0199,0.047
050073,Kaiser Foundation Hospital And Rehab Center,1.8865,470,1.8208,184,0.1175,0.2344
050075,Kaiser Foundation Hospital - Oakland/Richmond,1.7697,1377,1.7807,365,0.266,0.2346
050076,Kaiser Foundation Hospital - San Francisco,2.083,289,1.7772,239,0.3512,0.0557
050077,Scripps Mercy Hospital,1.9153,4352,1.4507,487,0.1911,0.5766
050078,Providence Little Co Of Mary Med Ctr San Pedro,1.5228,998,1.4507,102,0.0,0.4409
050082,St Johns Regional Medical Center,1.9477,4363,1.4507,298,0.0,0.3356
050084,St Joseph's Medical Center Of Stockton,2.3007,3802,1.6977,348,0.3521,0.4752
050089,Community Hospital Of San Bernardino,1.7013,393,1.4507,185,0.0,0.8098
050090,Sonoma Valley Hospital,1.4995,369,1.6593,24,0.0,0.2034
050091,Community Hospital Of Huntington Park,1.6963,501,1.4507,81,0.0,0.7994
050093,Saint Agnes Medical Center,1.7909,6607,1.4507,384,0.2518,0.5152
050096,West Covina Medical Center,1.8817,1,1.4507,13,0.1154,0.2057
050099,San Antonio Regional Hospital,1.7899,2999,1.4507,363,0.0,0.3766
050100,Sharp Memorial Hospital,1.9417,5059,1.4507,832,0.0,0.4124
050101,Sutter Solano Medical Center,1.795,1213,1.8208,106,0.0,0.4894
050102,"Doctors Hospital Of Riverside, Llc",1.7951,837,1.4507,193,0.0,0.2438
050103,Adventist Health White Memorial,1.9246,1425,1.4507,310,0.2311,0.8272
050104,Saint Francis Medical Center,1.9083,1766,1.4507,354,0.0,0.901
050107,Marian Regional Medical Center,1.8387,4809,1.4507,252,0.0821,0.4751
050108,"Sutter Medical Center, Sacramento",2.4821,5430,1.7361,523,0.0292,0.5078
050110,Lompoc Valley Medical Center,1.4936,931,1.4507,60,0.0,0.3299
050112,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,2.1332,4245,1.4507,281,0.4091,0.3221
050113,San Mateo Medical Center,1.5712,185,1.7807,69,0.0169,0.6953
050115,Palomar Health Downtown Campus,1.906,3531,1.4507,292,0.001,0.3911
050116,Northridge Hospital Medical Center,2.1103,3234,1.4507,318,0.0394,0.5369
050118,Doctors Hospital Of Manteca,1.5312,774,1.5318999999999998,73,0.0,0.4025
050121,Adventist Health Hanford,1.7152,2046,1.4507,235,0.0097,0.5627
050122,Dameron Hospital,2.2621,677,1.5318999999999998,170,0.0,0.4841
050124,Usc Verdugo Hills Hospital,1.5996,1892,1.4507,135,0.0,0.3915
050125,Regional Medical Center Of San Jose,1.9003,2708,1.7772,252,0.0,0.5972
050126,Valley Presbyterian Hospital,1.9047,1905,1.4507,333,0.0,1.0096
050127,Woodland Memorial Hospital,1.7448,777,1.5235,74,0.0,0.4012
050128,Tri-City Medical Center,1.9844,1809,1.4507,310,0.0073,0.319
050129,St Bernardine Medical Center,1.8778,1896,1.4507,316,0.2003,0.5557
050131,Novato Community Hospital,1.6501,949,1.7252,47,0.0,0.2775
050132,San Gabriel Valley Medical Center,1.8626,1871,1.4507,187,0.0,0.6952
050133,Adventist Health And Rideout,1.8186,3973,1.4507,209,0.0,0.4765
050135,Southern California Hospital At Hollywood,1.6855,5100,1.4507,545,0.0,0.8072
050136,Petaluma Valley Hospital,1.5781,739,1.6593,66,0.0,0.3899
050137,Kaiser Foundation Hospital - Panorama City,2.112,240,1.4507,218,0.0153,0.2582
050138,Kaiser Foundation Hospital - Los Angeles,2.1886,641,1.4507,492,0.4308,0.2206
050139,Kaiser Foundation Hospital - Downey,1.8375,455,1.4507,394,0.0182,0.2769
050140,Kaiser Foundation Hospital Fontana,1.9649,811,1.4507,660,0.0734,0.2334
050145,Community Hospital Of The Monterey Peninsula,1.9842,5616,1.7772,227,0.0,0.229
050149,California Hospital Medical Center La,2.024,859,1.4507,318,0.0615,1.0017
050150,Sierra Nevada Memorial Hospital,1.5634,1882,1.5235,104,0.0,0.2705
050152,Saint Francis Memorial Hospital,1.9817,654,1.7807,233,0.0011,0.6482
050158,Encino Hospital Medical Center,1.6367,761,1.4507,82,0.0,0.4788
050159,Ventura County Medical Center,1.5657,1689,1.4507,272,0.1384,0.7171
050167,San Joaquin General Hospital,2.023,1015,1.5318999999999998,206,0.2025,0.7323
050168,Providence St. Jude Medical Center,2.1466,3832,1.4507,290,0.0,0.2945
050169,Pih Health Hospital-Whittier,1.9322,3109,1.4507,371,0.0363,0.3047
050174,Providence Santa Rosa Memorial Hospital,2.1217,4351,1.7361,265,0.0,0.3763
050179,Emanuel Medical Center,1.7007,2169,1.4984000000000002,209,0.0,0.5377
050180,John Muir Medical Center - Walnut Creek Campus,1.9164,6274,1.7181,506,0.004,0.2564
050191,St Mary Medical Center,2.0624,1357,1.4507,254,0.108,0.7114
050192,Adventist Health Reedley,1.2329,76,1.4507,49,0.0,1.0447
050194,Watsonville Community Hospital,1.5476,1060,1.6231,106,0.0,0.9349
050195,Washington Hospital,1.7267,3729,1.7772,385,0.0,0.3526
050197,Sequoia Hospital,2.2418,1714,1.7772,208,0.0,0.1032
050204,Palmdale Regional Medical Center,1.9256,1432,1.4507,157,0.024,0.5016
050211,Alameda Hospital,1.6097,946,1.7137,66,0.0,0.5636
050222,Sharp Chula Vista Medical Center,1.8482,3183,1.4507,349,0.0,0.5568
050224,Hoag Memorial Hospital Presbyterian,1.8559,9026,1.4507,512,0.0,0.1916
050226,Ahmc Anaheim Regional Medical Center,2.0104,1213,1.4507,223,0.0,0.6058
050228,Zuckerberg San Francisco General Hosp & Trauma Ctr,1.8484,2560,1.7807,284,0.7728,0.7834
050230,Garden Grove Hospital & Medical Center,1.8891,1073,1.4507,167,0.0,0.8029
050231,Pomona Valley Hospital Medical Center,2.1354,2901,1.4507,378,0.0471,0.6224
050232,French Hospital Medical Center,2.0607,2316,1.4507,98,0.0,0.1961
050234,Sharp Coronado Hospital And Hlthcr Ctr,1.4533,738,1.4507,59,0.0,0.6523
050235,Providence Saint Joseph Medical Ctr,1.8622,5142,1.4507,335,0.0,0.5112
050236,Adventist Health Simi Valley,1.7059,2390,1.4507,144,0.0,0.2782
050238,Usc Arcadia Hospital,1.9691,3498,1.4507,318,0.0,0.3403
050239,Glendale Adventist Medical Center,1.989,6092,1.4507,323,0.0634,0.685
050242,Dominican Hospital,1.9305,4000,1.6231,202,0.0,0.3474
050243,Desert Regional Medical Center,1.9844,2829,1.4507,324,0.2126,0.5216
050245,Arrowhead Regional Medical Center,1.8568,1298,1.4507,366,0.3296,0.731
050248,Natividad Medical Center,1.6238,1339,1.6128,144,0.1344,0.827
050254,Marshall Medical Center,1.582,1768,1.5235,110,0.0,0.3152
050257,Good Samaritan Hospital,1.8458,362,1.4507,43,0.0,0.9153
050261,Sierra View Medical Center,1.6445,1355,1.4507,128,0.1183,0.6975
050262,Ronald Reagan Ucla Medical Center,2.7231,5370,1.4507,446,1.5981,0.4487
050272,Redlands Community Hospital,1.9287,1290,1.4507,195,0.0,0.2882
050276,Contra Costa Regional Medical Center,1.4316,643,1.7181,124,0.1964,0.8423
050278,Providence Holy Cross Medical Center,2.012,2962,1.4507,289,0.0,0.5629
050279,Hi-Desert Medical Center,1.6658,332,1.4507,55,0.027,0.5059
050280,Mercy Medical Center Redding,2.0717,5298,1.4507,262,0.0703,0.3696
050281,Alhambra Hospital Medical Center,1.6662,985,1.4507,101,0.0,0.5736
050283,Stanford Health Care - Valleycare,2.1084,2495,1.7772,166,0.0,0.254
050289,Ahmc Seton Medical Center,1.9677,915,1.7807,188,0.0,0.3266
050290,Saint John's Health Center,2.079,4551,1.4507,228,0.0,0.2133
050291,Sutter Santa Rosa Regional Hospital,1.8499,2514,1.6593,111,0.2828,0.4127
050292,Riverside University Health System-Medical Center,1.7559,2296,1.4507,423,0.1888,0.7538
050295,Mercy Hospital,1.7489,2029,1.4507,229,0.0,0.5349
050298,Barstow Community Hospital,1.707,292,1.4507,30,0.0,0.5189
050300,St Mary Medical Center,1.8162,2225,1.4507,230,0.0,0.526
050301,Adventist Health Ukiah Valley,1.6433,1123,1.4507,50,0.3134,0.4383
050305,Alta Bates Summit Medical Center - Alta Bates Camp,1.8725,2087,1.7137,315,0.0,0.4839
050308,El Camino Hospital,1.8421,6107,1.7772,388,0.0,0.2047
050309,Sutter Roseville Medical Center,1.8074,7782,1.5235,318,0.0383,0.2781
050313,Sutter Tracy Community Hospital,1.7759,953,1.5318999999999998,77,0.0,0.2918
050315,Kern Medical Center,1.7464,1047,1.4507,222,0.3916,0.8669
050320,Highland Hospital,1.7514,2419,1.7137,232,0.4601,0.7801
050324,Scripps Memorial Hospital La Jolla,2.2012,6392,1.4507,365,0.0,0.2388
050327,Loma Linda University Medical Center,2.3732,4542,1.4507,437,0.8691,0.5275
050329,Corona Regional Medical Center,1.6921,1414,1.4507,160,0.0391,0.4645
050334,Salinas Valley Memorial Hospital,1.8018,4119,1.7772,240,0.0,0.4351
050335,Adventist Health Sonora,1.8847,1894,1.4507,84,0.0,0.2917
050336,Adventist Health Lodi Memorial,1.6669,2136,1.5318999999999998,186,0.0,0.3422
050342,Pioneers Memorial Healthcare District,1.6591,790,1.4507,107,0.0,0.6473
050348,University Of California Irvine Medical Center,2.3476,4619,1.4507,397,0.8549,0.6037
050350,Adventist Health White Memorial Montebello,1.7564,1290,1.4507,202,0.0,0.5876
