PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,PlayerSeason,LatestNews
21208,ARI,,Ian,Bunting,TE,Practice Squad,"6'7""",255,1996-02-10T00:00:00,California,2,TE,True,OFF,Ian Bunting,25.0,1st Season,"February 10, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21208.png,8,JAX,0,I.Bunting,,Scrambled,Scrambled,,,ARI,CHI,2019.0,,,True,6,7,40.0,39.0,Scrambled,,307409.0,38b32cb2-42a0-44ce-87ae-bf16c338b3af,,14132.0,830692.0,83395.0,,55099.0,830692.0,32250.0,Scrambled,Scrambled,,Scrambled,Ian Bunting,Ian Bunting,Ian Bunting,,Scrambled,Scrambled,False,,,,1,1,830692.0,Ian Bunting,8158691.0,http://cdn.usatsimg.com/api/download/?imageID=14856814,http://cdn.usatsimg.com/api/download/?imageID=14856815,2020-08-30T11:01:46,2020-08-30T11:01:53,,[]
21266,ARI,,Shaq,Calhoun,G,Practice Squad,"6'3""",310,1996-02-20T00:00:00,Mississippi State,3,OL,True,OFF,Shaq Calhoun,25.0,2nd Season,"February 20, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21266.png,8,BAL,0,S.Calhoun,,Scrambled,Scrambled,,,ARI,MIA,2019.0,,,True,6,3,7.0,,Scrambled,,306990.0,8b7ee20f-238e-4b6f-b43d-4f9624bf2534,,13845.0,,181654.0,,,,32432.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,1,1,,,8158697.0,,,,,,[]
21822,ARI,,Cole,McDonald,QB,Practice Squad,"6'4""",220,1998-05-20T00:00:00,Hawaii,0,QB,True,OFF,Cole McDonald,22.0,Rookie,"May 20, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21822.png,8,DEN,0,C.McDonald,2326.0,Scrambled,Scrambled,,,ARI,TEN,2020.0,12.0,291.0,False,6,4,29.0,30.0,Scrambled,,307964.0,2d907c0c-cf4e-4564-b9eb-560d84f16144,,14493.0,,121186.0,,72640.0,943898.0,32894.0,Scrambled,Scrambled,,Scrambled,Cole McDonald,Cole McDonald,,5.0,Scrambled,Scrambled,False,,,,1,1,,,6307159.0,,,,,,[]
15854,ARI,,Brett,Maher,K,Practice Squad,"6'0""",190,1989-11-21T00:00:00,Nebraska,5,K,True,ST,Brett Maher,31.0,3rd Season,"November 21, 1989",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15854.png,8,LAR,0,B.Maher,1006.0,Scrambled,Scrambled,,,ARI,NYJ,2013.0,,,True,6,0,2.0,8.0,Scrambled,,305815.0,99c9de87-7fe1-4d5e-928e-586f48af2d79,9136.0,9054.0,,40632.0,,27292.0,462787.0,27369.0,Scrambled,Scrambled,,Scrambled,Brett Maher,Brett Maher,Brett Maher,3.0,Scrambled,Scrambled,False,,,,1,1,,,8158859.0,http://cdn.usatsimg.com/api/download/?imageID=11705442,http://cdn.usatsimg.com/api/download/?imageID=11705443,2018-11-20T19:12:51,2018-11-20T19:12:53,,[]
16911,ARI,,David,Parry,DT,Practice Squad,"6'1""",308,1992-03-07T00:00:00,Stanford,7,DL,True,DEF,David Parry,28.0,4th Season,"March 7, 1992",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16911.png,8,PIT,0,D.Parry,,Scrambled,Scrambled,,,ARI,IND,2015.0,8.0,196.0,False,6,1,3.0,,Scrambled,,303191.0,376a61bd-de05-4fb1-a698-7f93fd1a102c,10528.0,10461.0,553094.0,50540.0,,,,28539.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,1,1,,,8158901.0,http://cdn.usatsimg.com/api/download/?imageID=9591407,http://cdn.usatsimg.com/api/download/?imageID=10835479,2016-10-06T22:36:46,2018-05-14T08:59:53,,[]
19001,ARI,,Sean,Harlow,G,Practice Squad,"6'4""",284,1995-03-28T00:00:00,Oregon State,5,OL,True,OFF,Sean Harlow,25.0,3rd Season,"March 28, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19001.png,8,TB,0,S.Harlow,,Scrambled,Scrambled,,,ARI,ATL,2017.0,7.0,177.0,False,6,4,13.0,,Scrambled,,304724.0,f4f08533-c692-4aba-84fe-fc21101c7bda,,11796.0,,75448.0,,,,30249.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,1,1,,,8158788.0,http://cdn.usatsimg.com/api/download/?imageID=10311423,http://cdn.usatsimg.com/api/download/?imageID=10370480,2017-09-27T19:42:45,2017-10-26T17:52:31,,[]
19129,ARI,,Khalfani,Muhammad,RB,Practice Squad,"5'7""",174,1994-09-26T00:00:00,California,2,RB,True,OFF,Khalfani Muhammad,26.0,1st Season,"September 26, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19129.png,8,DET,0,K.Muhammad,1601.7,Scrambled,Scrambled,,,ARI,TEN,2017.0,12.0,313.0,False,5,7,42.0,42.0,Scrambled,,305321.0,d16f5060-d562-492b-9ab8-4a495920e808,,12089.0,746973.0,75100.0,,41371.0,746973.0,30355.0,Scrambled,Scrambled,,Scrambled,Khalfani Muhammad,Khalfani Muhammad,Khalfani Muhammad,8.0,Scrambled,Scrambled,False,,,,1,1,746973.0,Khalfani Muhammad,8158881.0,,,,,,[]
19591,ARI,,Jamal,Carter,SS,Practice Squad,"6'1""",215,1994-04-12T00:00:00,Miami (FL),7,DB,True,DEF,Jamal Carter,26.0,4th Season,"April 12, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19591.png,8,CAR,0,J.Carter,1670.5,Scrambled,Scrambled,,,ARI,DEN,2017.0,,,True,6,1,23.0,,Scrambled,,304884.0,1fc0af83-3c6e-4f4d-aadf-233e501c7241,,11987.0,739797.0,75638.0,,,,30848.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,1,1,,,6811935.0,http://cdn.usatsimg.com/api/download/?imageID=10370801,http://cdn.usatsimg.com/api/download/?imageID=10427423,2017-10-26T22:41:52,2017-11-20T17:25:02,,[]
20194,ARI,,Rico,Gafford,WR,Practice Squad,"5'10""",185,1996-05-23T00:00:00,Wyoming,3,WR,True,OFF,Rico Gafford,24.0,2nd Season,"May 23, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20194.png,8,DEN,0,R.Gafford,706.1,Scrambled,Scrambled,,,ARI,TEN,2018.0,,,True,5,10,29.0,17.0,Scrambled,,306506.0,f7365f88-4cd0-42e9-9e4e-7bade08e9e5b,,13297.0,944604.0,123606.0,,72819.0,944604.0,31607.0,Scrambled,Scrambled,,Scrambled,Rico Gafford,Rico Gafford,Rico Gafford,12.0,Scrambled,Scrambled,False,,,,1,1,944604.0,Rico Gafford,8158747.0,http://cdn.usatsimg.com/api/download/?imageID=13236009,http://cdn.usatsimg.com/api/download/?imageID=13264003,2019-08-20T15:49:38,2019-08-26T12:22:23,,[]
20879,ARI,,Shareef,Miller,DE,Practice Squad,"6'4""",254,1997-03-14T00:00:00,Penn State,3,DL,True,DEF,Shareef Miller,23.0,2nd Season,"March 14, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20879.png,8,GB,0,S.Miller,2050.8,Scrambled,Scrambled,,,ARI,PHI,2019.0,7.0,179.0,False,6,4,12.0,,Scrambled,,306873.0,26d3edb9-e572-4272-835a-21b63200ea64,,13499.0,,93730.0,,,,31970.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,1,1,,,8158879.0,http://cdn.usatsimg.com/api/download/?imageID=13248761,http://cdn.usatsimg.com/api/download/?imageID=13248756,2019-08-23T15:45:45,2019-08-23T15:45:37,,[]
20889,ARI,1.0,Kyler,Murray,QB,Active,"5'10""",207,1997-08-07T00:00:00,Oklahoma,3,QB,True,OFF,Kyler Murray,23.0,2nd Season,"August 7, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20889.png,8,LAR,0,K.Murray,75.4,Scrambled,Scrambled,2.0,2.0,ARI,ARI,2019.0,2.0,2.0,False,5,10,2.0,2.0,Scrambled,,306721.0,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,13950.0,13613.0,879799.0,90468.0,,63484.0,879799.0,31833.0,Scrambled,Scrambled,,Scrambled,Kyler Murray,Kyler Murray,Kyler Murray,2.0,Scrambled,Scrambled,False,,,,1,1,879799.0,Kyler Murray,8158891.0,http://cdn.usatsimg.com/api/download/?imageID=15043477,http://cdn.usatsimg.com/api/download/?imageID=15043478,2020-10-09T17:49:26,2020-10-09T17:49:58,,[]
11735,ARI,2.0,Mike,Nugent,K,Active,"5'10""",190,1982-03-02T00:00:00,Ohio State,21,K,True,ST,Mike Nugent,38.0,16th Season,"March 2, 1982",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11735.png,8,LAR,0,M.Nugent,,Scrambled,Scrambled,3.0,1297.0,ARI,NYJ,2005.0,3.0,61.0,False,5,10,2.0,8.0,Scrambled,,300738.0,e017e12b-07a7-4a35-b837-2faa9ffe3ce8,3160.0,4441.0,160391.0,3626.0,7784.0,6636.0,160391.0,7223.0,Scrambled,Scrambled,,Scrambled,Mike Nugent,Mike Nugent,Mike Nugent,,Scrambled,Scrambled,False,,,,1,1,,,8158896.0,http://cdn.usatsimg.com/api/download/?imageID=15493690,http://cdn.usatsimg.com/api/download/?imageID=15493691,2021-01-28T09:23:52,2021-01-28T09:24:10,,[]
3100,ARI,4.0,Andy,Lee,P,Active,"6'1""",185,1982-08-11T00:00:00,Pittsburgh,22,P,True,ST,Andy Lee,38.0,17th Season,"August 11, 1982",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/3100.png,8,LAR,0,A.Lee,,Scrambled,Scrambled,,,ARI,SF,2004.0,10.0,244.0,False,6,1,2.0,8.0,Scrambled,,302833.0,edaad8e3-62cd-4715-b225-0010ee9825a0,2884.0,4044.0,,17809.0,7052.0,,246395.0,6947.0,Scrambled,Scrambled,,Scrambled,,Andy Lee,,,Scrambled,Scrambled,False,,,,1,1,,,8158845.0,http://cdn.usatsimg.com/api/download/?imageID=15043292,http://cdn.usatsimg.com/api/download/?imageID=15043294,2020-10-09T16:55:08,2020-10-09T16:55:36,,[]
19079,ARI,5.0,Zane,Gonzalez,K,Active,"6'0""",202,1995-05-07T00:00:00,Arizona State,7,K,True,ST,Zane Gonzalez,25.0,4th Season,"May 7, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19079.png,8,LAR,0,Z.Gonzalez,210.7,Scrambled,Scrambled,2.0,1297.0,ARI,CLE,2017.0,12.0,291.0,False,6,0,2.0,8.0,Scrambled,,304839.0,cd0f4ef0-9914-4125-be4d-804a72350ceb,12425.0,11831.0,732774.0,73439.0,,39369.0,732774.0,30337.0,Scrambled,Scrambled,,Scrambled,Zane Gonzalez,Zane Gonzalez,Zane Gonzalez,2.0,Scrambled,Scrambled,False,,,,1,1,,,8158785.0,http://cdn.usatsimg.com/api/download/?imageID=15043295,http://cdn.usatsimg.com/api/download/?imageID=15043298,2020-10-09T16:56:20,2020-10-09T16:56:45,,[]
